Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
civil rights,86.0,1,85,0.7989,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Civil_and_political_rights
Black people,78.0,1,77,0.7646,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Black_people
police officer,68.0,0,68,0.7377,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Police
African-American,67.0,0,67,0.8856,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/African_American
race baiters,66.0,0,66,0.8863,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Racism
racial profiling,42.0,0,42,0.8539,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Racial_profiling
Stand Your Ground law,18.5,0,74,0.8934,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Stand-your-ground_law
white people,10.555555555555555,0,95,0.7678,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/White_people
jury,10.222222222222221,1,91,0.7438,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Jury
criminal attorney,5.222222222222222,1,46,0.6918,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Lawyer
fatal,5.0,1,44,0.7131,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Death
self defense,3.72,1,92,0.7471,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Self-defense
acquitted,3.0,3,72,0.7309,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Acquittal
will,2.5,0,40,0.7372,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Will_and_testament
prosecution,2.12,0,53,0.739,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Prosecutor
demonstrations,1.92,0,48,0.7449,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Demonstration_(protest)
justice,1.56,0,39,0.7267,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Justice
